Title,Author,Series,Settings,Blurb,Genres,Pages,Publication Info,Image URL,Character,ISBN,Language
Lumpu,Tere Liye,Bumi (#10),,"Yes! Akhirnya, Raib, Seli, dan Ali kembali bertualang. Kalian sudah kangen dengan trio ini? Misi mereka adalah menyelamatkan Miss Selena, guru matematika mereka. Tapi, apakah semua berjalan mudah? Siapa yang bersedia membantu mereka? Kali ini, si genius Ali memutuskan meminta bantuan dari sosok yang tidak terduga, karena musuh dari musuh adalah teman. Apakah Raib bisa melupakan masa lalu itu dengan memaafkan Miss Selena? Bagaimana dengan Tazk? Apakah Raib bisa bertemu lagi dengan ayahnya, atau itu masih menjadi misteri? Bagaimana dengan jejak ekspedisi Klan Aldebaran 40.000 tahun lalu? Benda apa saja yang ditinggalkan oleh perjalanan besar tersebut? Pertarungan panjang telah menunggu mereka. Dan lawan mereka adalah Lumpu, petarung yang memiliki teknik unik, yaitu melumpuhkan kekuatan lawan. Itu teknik yang amat menakutkan, karena Lumpu bisa menghabisi teknik bertarung. Jangan-jangan… Siapa di antara Raib, Seli, dan Ali yang akan kehilangan kekuatan di dunia paralel? Buku ini adalah buku ke-11 dari serial BUMI.","Fantasy, Fiction, Adventure, Novels, Young Adult, Indonesian Literature, Drama","368 pages, Paperback","April 20, 2021 by Gramedia Pustaka Utama",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1617605075i/57630650.jpg,,9786020652283,Indonesian
Atap,Fira Basuki,Trilogi Jendela - Pintu - Atap (#3),,"Atap (The Roof), is the continuation of Jendela-Jendela (The Windows) and Pintu (The Door). The end of this trilogy tells an end story of June and Bowo, characters from the previous novels. Finally, June has found her man. The identity of the x-man, a misterious man that loves her is finally revealed. In the other hand, Bowo, his brother, has another adventorous journeys. He has sharpen his third eye. He, too, has found his true lover.","Indonesian Literature, Fiction, Novels, Romance, Drama, Chick Lit","281 pages, Paperback","January 1, 2002 by PT Gramedia Widiasarana Indonesia (Grasindo)",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1579422577i/1533512.jpg,"June, Bowo",9789796957668 (ISBN10: 9796957663),Indonesian
Bukan impian semusim,Marga T.,,,"Miki Rodan merasa, banyak hal dalam hidup ini merupakan impian semusim belaka. Misalnya, cintanya pada Nina dan cita-cita kedua anaknya untuk masuk seminari. Tapi ternyata dia keliru. Semua itu bukan impian semusim. Realita itu disadarinya saat dia tengah berjuang melawan penyakitnya yang fatal. Belum cukup derita ini, kedua anaknya juga mau meninggalkannya.Miki sengaja merahasiakan penyakitnya, tapi Nina diam-diam mencari tahu. Dan dia kini bertanya-tanya apakah Tuhan mau menghukumnya dengan mengambil suami serta kedua anaknya dari sampingnya? Miki sudah di ambang maut. Sebagai usaha terakhir, dokter menyarankan agar dia dibawa ke Amerika. Miki menurut walau dia sudah tidak berharap lagi. Dia sudah divonis mati.Nina makin bingung. Betulkah Tuhan mau menghukumnya? Ataukah Dia benar-benar Maha Pengasih dan Maha Pengampun? Kebenaran apakah yang akan ditemuinya dalam hidupnya?","Romance, Indonesian Literature, Novels, Fiction, Contemporary Romance","425 pages, Paperback","January 1, 1991 by Gramedia Pustaka Utama",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1349833649i/1248123.jpg,,9789795111771 (ISBN10: 9795111779),Indonesian
Tanril,Nafta S. Meika,Tanril (#1),,"Setelah sebelumnya menjadi bulan-bulanan teman-temannya karena kelemahan fisiknya, Wuan menjadi pendekar yang disegani setelah menjadi murid Kurt Manjare dan Jie Bi Shinjin, dua orang pendekar eksentrik yang pilih tanding.  Keperkasaan Wuan membawanya ke dalam pusaran pertempuran antara Pangeran Pertama dan Pengeran Ketiga untuk memperebutkan kekuasaan di tengah berbagai misteri kematian Sang Raja dan Pangeran Kedua. Dengan ilmu yang sudah diturunkan oleh guru-gurunya, Wuan berhasil mengalahkan para Jenderal dari pasukan Pangeran Pertama yang berambisi menguasai kerajaan. Bahkan ia harus menghadapi salah satu gurunya sendiri.  Ia telah memahami dan menguasai Chi dan telah memperoleh berbagai kemenangan dalam pertempuran, namun Luan, karya seni mistis yang diciptakan ibunya, tetap menjadi misteri yang selalu dikaguminya.","Indonesian Literature, Fantasy, Novels","405 pages, Soft Cover","August 1, 2008 by PT Andal Krida Nusantara (Akoer)",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1258164936i/5122823.jpg,"Wander, Jie Bi Shinjin, Kurt",9789791038126,Indonesian
Keluarga Gerilya: Kisah Keluarga Manusia dalam Tiga Hari-Tiga Malam,Pramoedya Ananta Toer,,,"Wahab dihukum mati Belanda, tanpa membocorkan rahasia kawannya. Novel ini penuh imajinasi, meskipun beberapa bagian merupakan fakta nyata, terutama pengalaman revolusi pengarangnya yang dijadikan acuan pokok untuk memberikan makna kepada gejala zamannya.  Novel ini dapat memberi makna tentang semangat cinta tanah air dan bangsa melebihi cintanya kepada keluarga dan diri sendiri. Novel ini berisi kisah yang berlangsung tiga hari tiga malam di Jakarta pada zaman revolusi sekitar tahun 1947. Banyak pendapat yang menyatakan bahwa novel ini berkata jujur tentang keadaan revolusi, tanpa melebihlebihkan atau menyembunyikan.","Fiction, Indonesian Literature, Novels, Classics, Historical Fiction, Asia",Paperback,"First published January 1, 1950",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1238736770i/963138.jpg,,,
Fairish,Esti Kinasih,,Indonesia,"""""Lo pura-pura jadi pacar gue ya, Rish? Biar gue nggak dikerubutin cewek-cewek centil itu."""" pinta Davi. """"Tapi... konsekuensinya. Dav."""" ujar Irish pelan. """"Elo punya cowok?"""" Kali ini ganti Davi yang tersentak kaget. """"Atau... lagi ada yang elo suka?"""" Irish buru-buru geleng kepala. """"Bukan gitu. Kalo mereka nyangka kita beneran..."""" """"Biarin aja. Bagus malah!"""" Davi menggenggam kedua tangan Irish. Akhirnya Irish menerima permintaan Davi meskipun dengan setengah hati. Tapi setelah dijalani. Irish senang kok menjadi satu-satunya cewek yang paling dekat dengan Davi, walau cuma untuk sementara dan tanpa ada ikatan apa-apa. Irish emang nggak secantik Penelope Cruz. Dia cuma cewek biasa, yang disekolah pun sama sekali nggak ngetop. Karena itu Davi merasa aman, soalnya dia merasa nggak bakalan naksir Irish. Tapi saat muncul cowok lain yang bikin Irish terpikat, kok Davi jadi nggak rela kehilangan Irish, ya?","Romance, Indonesian Literature, Novels, Fiction, Young Adult, Teen, Contemporary","312 pages, Paperback","January 1, 2004 by PT Gramedia Pustaka Utama",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1485760847i/1533586.jpg,"Irish, Davi, Alfa, Metha, Udin",(ISBN10: 9792209409),Indonesian
Konspirasi Alam Semesta,Fiersa Besari,,,"Seperti apakah warna cinta? Apakah merah muda mewakili rekahannya, ataukah kelabu mewakili pecahannya?","Novels, Romance, Fiction, Indonesian Literature, Love, Collections","244 pages, Paperback","April 13, 2017 by MediaKita",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1491912907i/34838652.jpg,,9789797945350 (ISBN10: 9797945359),Indonesian
Dari Jendela SMP,Mira W.,,Indonesia,"Hanya sedetik bibir mereka bersentuhan. Karena di detik yang lain Wulan telah tersentak mundur dengan kagetnya. Dan mereka sama-sama jatuh terduduk. """"Kok Joko gitu sih."""" gumamnya tersipu-sipu. """"Nggak apa, kan? Joko coba membela diri.  Padahal dia sendiri sudah merasa panas dingin. """"Tapi kata Lili kalo ciuman bisa ..."""" """"Bisa apa?"""" """"Hamil."""" """"Hah?!""""  Mereka baru berumur lima belas tahun Masih duduk di bangku SMP Mereka terlibat cinta remaja yang tolol, konyol, tapi assoy  Sampai suatu hari mereka melompat ke luar dari jendela SMP, Menginjak bumi terlarang Yang belum boleh mereka jelang Dan segala yang lucu dari dunia remaja berubah haru.","Romance, Indonesian Literature, Novels, Fiction, Mira, Literature, Love",Paperback,"January 1, 1983 by Gramedia Pustaka Utama",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1579423071i/1592881.jpg,"Joko, Wulan",(ISBN10: 9796555891),Indonesian
Jangan Ucapkan Cinta,Mira W.,,,"Hidup Niken Ardini yang tenang tanpa gejolak, berubah drastis setelah dia bertemu dengan Aldi Prasetyo, hanya sebulan sebelum Niken menikah dengan Ir. Bambang Pranoto, tunangannya.  Dalam waktu singkat, Aldi yang penakluk wanita, berhasil merenggut hati Niken, sekaligus memorak-porandakan hidupnya.  Niken yang perawat, memutuskan pertunangannya dan menikah dengan Aldi. Tetapi ketika Niken hamil enam minggu, Aldi minggat bersama Indah Juwita Purnama, cintanya yang pertama, seorang bintang film yang cantik jelita.  Niken terpuruk dalam penderitaan bersama anak yang ditinggalkan Aldi. Dan ketika anak itu meninggal dalam usia dua tahun akibat Meningtis, Niken bukan hanya terpuruk dalam derita, dia terbenam dalam reaksi depresi yang berat, yang menyeretnya ke ruang priskoterapi Dokter Eko Prasetyo, adik Aldi, sekaligus mantan bos Niken.  Ternyata Dokter Eko bukan hanya mengobati Niken. Dia mengubahnya menjadi pribadi yang lain. Sosok kejam yang siap membalas dendam.  Tetapi ketika tiga belas tahun setelah dikhianati, Niken berhasil membalas dendam dengan menghancurkan karier Aldi dan menyeret Indah ke rumah sakit jiwa, muncul orang keempat yang tidak disangka-sangka. Ternyata kelainan jiwa bukan hanya milik pasien...","Romance, Novels, Fiction, Indonesian Literature, Adult","205 pages, Paperback","January 1, 1998 by Gramedia Pustaka Utama",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1226653667i/5530046.jpg,"Indah Juwita Purnama, Niken Ardini, Aldi Prasetyo, Bambang Pranoto, Eko Prasetyo",(ISBN10: 9796058901),Indonesian
Komet,Tere Liye,Bumi (#6),,"Setelah “musuh besar” kami lolos, dunia paralel dalam situasi genting. Hanya soal waktu, pertempuran besar akan terjadi. Bagaimana jika ribuan petarung yang bisa menghilang, mengeluarkan petir, termasuk teknologi maju lainnya muncul di permukaan Bumi? Tidak ada yang bisa membayangkan kekacauan yang akan terjadi. Situasi menjadi lebih rumit lagi saat Ali, pada detik terakhir, melompat ke portal menuju Klan Komet. Kami bertiga tersesat di klan asing untuk mencari pusaka paling hebat di dunia paralel.  Buku ini berkisah tentang petualangan tiga sahabat. Raib bisa menghilang. Seli bisa mengeluarkan petir. Dan Ali bisa melakukan apa saja. Buku ini juga berkisah tentang persahabatan yang mengharukan, pengorbanan yang tulus, keberanian, dan selalu berbuat baik. Karena sejatinya, itulah kekuatan terbesar di dunia paralel.","Fantasy, Fiction, Novels, Young Adult, Indonesian Literature, Adventure, Science Fiction","384 pages, Paperback","May 28, 2018 by Gramedia Pustaka Utama",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1531141646i/40093223.jpg,,9786020385938 (ISBN10: 6020385930),Indonesian
"Kita Terkadang, Ya, Begitulah...",Musmarwan Abdullah,,,"Kadang kita merasa bahwa kita adalah orang yang paling malas membaca sampai suatu hari iseng-iseng kita masuk ke perpustakaan atau ke sebuah toko buku dan pulang dengan sebuah kantung terjinjing di tangan yang di dalamnya berisi beberapa antologi cerpen.  Banyak lelaki yang acap merasa tidak membutuhkan apa-apa, namun ketika dia pergi ke pasar, pulang dengan entah apa-apa yang terisi dalam sejumlah kantung plastik yang desak-mendesak menggelayut di stang sepeda motornya.  Pertengahan bulan seorang ibu muda acap merasa dirinya miskin lantaran suaminya belum gajian, namun perasaan itu bergegas pergi saat seorang sales pakaian menggelar dagangannya di lantai ruang tamu.  Terkadang kita, ya, begitulah seterusnya. Kecuali, kita sudah mengungsi ke gunung dan bertapa dalam goa sambil terus-menerus membangun ilusi tentang rasa bahwa kita tidak membutuhkan apa-apa lagi karena sudah berhasil melihat diri sebagai manusia setengah dewa.  Buku ini merangkum sejumlah perilaku ganjil manusia di sekeliling kita, (mungkin) termasuk kita sendiri, baik disadari maupun tidak. Banyak peristiwa konyol dan menggelitik yang jadi cerminan, ada kalanya membuat kita tersentak, tersenyum-senyum, lalu cekikikan sendiri. Sungguh buku ini menjadi bacaan cerdas yang inspiratif, menghibur, dan sekaligus mencerahkan.",,"216 pages, Paperback","August 19, 2019 by Gramedia Pustaka Utama",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1566291085l/52212123.jpg,,9786020631547,Indonesian
Rapijali 1: Mencari,Dee Lestari,Rapijali (#1),,"Ping merasa telah memiliki segala yang ia butuhkan. Dunianya yang damai di Pantai Batu Karas, rumahnya yang penuh alat musik di tepi Sungai Cijulang, seorang sahabat terbaik, serta kakek yang menyayanginya. Namun, diam-diam Ping menyimpan kegelisahan tentang masa depannya yang buram. Bakat musiknya yang istimewa tidak memiliki wadah, dan ia tidak berani bercita-cita.  Hidup Ping jungkir balik ketika ia harus pindah ke Jakarta dan tinggal bersama keluarga calon gubernur. Ping mesti menghadapi sekolah baru, kawan-kawan baru, dan tantangan baru. Mungkinkah ia menemukan apa yang hilang selama ini? Dan, apakah Ping siap dengan yang ia temukan? Bahwa, hidupnya ternyata tidak sesederhana yang ia duga.","Fiction, Novels, Indonesian Literature, Young Adult, Romance, Family, Drama","368 pages, ebook","January 25, 2021 by Storial",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1612058660i/56893025.jpg,"Lovinka Alexander, Yuda Alexander, Odin Mulyana, Acep Mulyana, Guntur Putra Sasmita, Dahlia Gunadi, Jemima Hartanto, Andreanus Maramis, Rakai, Inggil, Duloh",,Indonesian
Vandaria Saga: Masa Elir,Hans J. Gumulia,"Trilogi Elir (#2), Vandaria Saga",,"Rozmerga, Sigmar, Liarra, Althor, dan juga xaliber telah dikelabui oleh takdir sehingga harus mengambil peran sebagai penyelamat benua Elir. Perputaran masa kekal pun tak terelakkan, mempertemukan mereka dengan tokoh-tokoh masa lalu yang melegenda. Sementara itu, benua yang mereka kenal sudah lenyap, terganti oleh tanah asing yang menyimpan banyak sekali sejarah pahit didalamnya. Mampukah kelimanya bersatu dan kembali menuju Elir yang mereka kenal sekali lagi?","Fantasy, Indonesian Literature, Novels, Adventure","283 pages, Paperback","November 1, 2012 by Gramedia Pustaka Utama",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1352896398i/16149384.jpg,,9789792289893,Indonesian
Jingga,Agnes Jessica,Pelangi (#2),,"Benarkah uang adalah penyebab utama dari penderitaan di dunia ini? """"Kita mesti punya banyak uang. Banyak sekali uang. Dengan uang itu, kita tidak akan diremehkan siapapun. Dan dengan uang, penderitaan tidak bisa mampir dalam hidup kita!""""  Benarkah manusia bisa menghindari cinta? """"Kau harus berkepala dingin, tidak boleh jatuh cinta. Jangan bodoh, posisimu harus kuat. Kalau pria itu yang jatuh cinta padamu, tidak masalah. Jangan lebih lemah dari laki-laki. Siapa yang mencintai, dialah pihak yang bisa dikuasai.""""  Benarkah untuk mendapatkan uang, segala macam cara bisa dihalalkan? """"Dia menyukaimu, Pink! Itu artinya kau sudah separuh berhasil. Bukan, bukan separuh, tujuh puluh lima persen! Sebab dia punya uang itu, Pink! Dia punya! Dia itu kaya sekali, kau tahu!""""  Tapi bagaimana kalau hati sudah terlanjur berbicara? Sergie merengkuh tubuhnya dalam pelukannya. Wajahnya tengadah, menatap pria yang memandangnya dengan sinar mata tajam dan kedalaman yang memabukkan. """"Aku mencintaimu, Pink. Aku serius."""" Pink tak sanggup berbicara. Matanya meredup sayu.  Tan Hsiao Pink, lahir dengan nasib buruk yang sudah menempel pada hidupnya. Dibuang oleh keluarganya. Tak ada yang menyayanginya kecuali kalau ingin memanfaatkannya. Beberapa kali ia harus berkorban. Beberapa kali ia harus menelan kekecewaan. Beberapa kali ia putus asa tanpa mampu memperoleh jalan keluar. Benarkah uang merupakan satu-satunya jalan keluar dari nasib buruknya? Bertemu dengan Sergie, pria itu bagaikan sebuah sungai di tengah padang gurun yang dilewatinya. Tapi sayang, ia telah memulainya dengan kebohongan. Maka ia harus meneruskannya dengan dusta-dusta yang lain. Akhirnya satu demi satu kebohongannya mulai terbongkar. Mampukah ia mempertahankan satu-satunya kebahagiaan yang terjadi dalam hidupnya? Dan apakah ia berhasil melewati padang gurunnya untuk menjadi si Jingga?","Romance, Fiction, Novels, Indonesian Literature, Chick Lit","448 pages, Paperback","January 1, 2009 by Pustaka Heron",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1243347814i/6496833.jpg,,(ISBN10: 9793755105),Indonesian
Komet Minor,Tere Liye,Bumi (#7),,"Pertarungan melawan Si Tanpa Mahkota akan berakhir di sini. Siapapun yang menang, semua berakhir di sini, di klan Komet Minor, tempat aliansi Para Pemburu pernah dibentuk, dan pusaka hebat pernah diciptakan.  Dalam saga terakhir melawan Si Tanpa Mahkota, aku, Seli dan Ali menemukan teman seperjalanan yang hebat, yang bersama-sama melewati berbagai rintangan. Memahami banyak hal, berlatih teknik baru, dan bertarung bersama-sama. Inilah kisah kami. Tentang persahabatan sejati. Tentang pengorbanan. Tentang ambisi. Tentang memaafkan.  Namaku Raib, dan aku bisa menghilang.","Fantasy, Fiction, Indonesian Literature, Novels, Adventure, Young Adult, Science Fiction","376 pages, Paperback","March 9, 2019 by Gramedia Pustaka Utama",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1552044331i/44304793.jpg,,9786020623399 (ISBN10: 6020623394),Indonesian
Dijamin Bukan Mimpi: Kumpulan Cerita Satiris & Inspiratif,Musmarwan Abdullah,,,"Hari pertama saat dilanda patah hati, langit runtuh. Dunia hampa. Orang-orang di sekeliling bagaikan patung-patung belaka. Segalanya menjadi tak berarti. Kamu seperti pohon mati yang tak lagi melihat gunanya matahari. Saat itu yang kamu pegang cuma satu: keyakinan, bahwa hari-hari yang berlalu pasti akan merenovasi segalanya.  Mulailah kamu mengembara dari toko buku ke toko buku. Mencari buku-buku yang bercerita tentang orang-orang paling malang di dunia. Buku-buku yang berkisah tentang tokoh-tokoh paling hancur di jagat raya. Meresapi kisah-kisah tragis mereka. Rupanya itu jadi obat. Minimal, menggiringmu ke pola pikir mutualisasi skala perbandingan, bahwa kamu bukan orang pertama yang dinistakan kehidupan, bahwa kamu tidak sendirian dalam kedukaan...  ***  Buku ini menyajikan kumpulan tulisan singkat tentang banyak hal, baik peristiwa kecil sehari-hari maupun kejadian-kejadian unik tak terduga, yang terjadi saat ini maupun di masa lalu yang ada kaitannya dengan masa kini. Umumnya adalah perenungan dan penggalian nilai yang menyentuh persoalan sosial, agama, pendidikan, dengan filosofi ringan dan dikemas dalam gaya ungkap sastrawi yang indah, terkadang satir, adakalanya menikam, dan yang jelas cukup menggelitik. Sungguh bacaan yang amat sejuk, kaya, penuh makna, menghibur, sekaligus menginspirasi, memotivasi, dan membawa pencerahan.",,"342 pages, Paperback","March 1, 2016 by Gramedia Pustaka Utama",https://images-na.ssl-images-amazon.com/images/S/compressed.photo.goodreads.com/books/1478187133i/32864959.jpg,,9786020326641,Indonesian
